name,url,neighborhood,cuisine,review_count,time_window
"Keiko à Nob Hill","http://www.opentable.com/keiko-a-nob-hill?p=4&sd=2014-11-28T19:30:00Z&rid=72391&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","French","37 reviews",5:02
"Krua Thai - San Francisco","http://www.opentable.com/krua-thai-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=76207&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Thai","15 reviews",5:02
"Caffe Fiore","http://www.opentable.com/caffe-fiore?p=4&sd=2014-11-28T19:30:00Z&rid=82447&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Italian","22 reviews",5:02
"Maruya","http://www.opentable.com/maruya?p=4&sd=2014-11-28T19:30:00Z&rid=114487&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Japanese","30 reviews",5:02
"Schroeder's","http://www.opentable.com/schroeders?p=4&sd=2014-11-28T19:30:00Z&rid=139873&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","German","51 reviews",5:02
"Saison","http://www.opentable.com/saison?p=4&sd=2014-11-28T19:30:00Z&rid=37594&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Contemporary American","67 reviews",5:02
"nopa - San Francisco","http://www.opentable.com/nopa-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=43240&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Panhandle / USF","Californian","198 reviews",5:02
"Benu","http://www.opentable.com/benu?p=4&sd=2014-11-28T19:30:00Z&rid=45916&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Contemporary American","93 reviews",5:02
"Cotogna","http://www.opentable.com/cotogna?p=4&sd=2014-11-28T19:30:00Z&rid=52636&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Italian","166 reviews",5:02
"Limon Rotisserie – Van Ness","http://www.opentable.com/limon-rotisserie-van-ness?p=4&sd=2014-11-28T19:30:00Z&rid=53860&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Peruvian","102 reviews",5:02
"cityhouse Restaurant - Parc 55 Hotel","http://www.opentable.com/cityhouse-restaurant-parc-55-hotel?p=4&sd=2014-11-28T19:30:00Z&rid=31408&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Steakhouse","6 reviews",5:02
"Outerlands","http://www.opentable.com/outerlands?p=4&sd=2014-11-28T19:30:00Z&rid=102289&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Sunset District","Organic","118 reviews",5:02
"Hong Kong Lounge II","http://www.opentable.com/hong-kong-lounge-ii?p=4&sd=2014-11-28T19:30:00Z&rid=107080&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Chinese","78 reviews",5:02
"Cassava","http://www.opentable.com/cassava?p=4&sd=2014-11-28T19:30:00Z&rid=158026&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Californian","",5:02
"Top of the Mark","http://www.opentable.com/top-of-the-mark?p=4&sd=2014-11-28T19:30:00Z&rid=2104&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Californian","45 reviews",5:02
"Limon Rotisserie – Bay View","http://www.opentable.com/limon-rotisserie-bay-view?p=4&sd=2014-11-28T19:30:00Z&rid=76462&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Bayview","Peruvian","17 reviews",5:02
"Marla Bakery","http://www.opentable.com/marla-bakery?p=4&sd=2014-11-28T19:30:00Z&rid=146014&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Californian","50 reviews",5:02
"Vitrine - St Regis Hotel San Francisco","http://www.opentable.com/vitrine-st-regis-hotel-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=16615&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","American","10 reviews",5:02
"Contigo","http://www.opentable.com/contigo?p=4&sd=2014-11-28T19:30:00Z&rid=45052&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Noe Valley","Tapas / Small Plates","127 reviews",5:02
"Indigo","http://www.opentable.com/indigo-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=1413&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Californian","135 reviews",5:02
"House of Prime Rib","http://www.opentable.com/house-of-prime-rib?p=4&sd=2014-11-28T19:30:00Z&rid=1779&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Steak","710 reviews",5:02
"Kokkari Estiatorio","http://www.opentable.com/kokkari-estiatorio?p=4&sd=2014-11-28T19:30:00Z&rid=1935&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Mediterranean","504 reviews",5:02
"Sens Restaurant","http://www.opentable.com/sens-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=4375&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Mediterranean","86 reviews",5:02
"Regalito Rosticeria","http://www.opentable.com/regalito-rosticeria?p=4&sd=2014-11-28T19:30:00Z&rid=31891&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Mexican","31 reviews",5:02
"Royal Exchange","http://www.opentable.com/royal-exchange?p=4&sd=2014-11-28T19:30:00Z&rid=41593&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","American","20 reviews",5:02
"Akiko's Restaurant & Sushi Bar","http://www.opentable.com/akikos-restaurant-and-sushi-bar?p=4&sd=2014-11-28T19:30:00Z&rid=51061&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Japanese","116 reviews",5:02
"Atelier Crenn","http://www.opentable.com/atelier-crenn?p=4&sd=2014-11-28T19:30:00Z&rid=52849&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","French","108 reviews",5:02
"Poquito","http://www.opentable.com/poquito?p=4&sd=2014-11-28T19:30:00Z&rid=55792&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Potrero Hill / Dogpatch","Latin American","17 reviews",5:02
"El Mansour","http://www.opentable.com/el-mansour?p=4&sd=2014-11-28T19:30:00Z&rid=51961&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Moroccan","30 reviews",5:02
"Radio Africa Kitchen","http://www.opentable.com/radio-africa-kitchen?p=4&sd=2014-11-28T19:30:00Z&rid=99433&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Bayview","Mediterranean","55 reviews",5:02
"Pera","http://www.opentable.com/pera-restaurant-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=110668&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Potrero Hill / Dogpatch","Mediterranean","33 reviews",5:02
"Chino","http://www.opentable.com/chino?p=4&sd=2014-11-28T19:30:00Z&rid=148897&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Contemporary Asian","26 reviews",5:02
"KUSAKABE","http://www.opentable.com/kusakabe?p=4&sd=2014-11-28T19:30:00Z&rid=149539&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Sushi","77 reviews",5:02
"Craw Station","http://www.opentable.com/craw-station?p=4&sd=2014-11-28T19:30:00Z&rid=111319&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Sunset District","Seafood","27 reviews",5:02
"3rd Cousin","http://www.opentable.com/3rd-cousin?p=4&sd=2014-11-28T19:30:00Z&rid=114886&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Bernal Heights","Californian","34 reviews",5:02
"Yank Sing - Stevenson Street","http://www.opentable.com/yank-sing-stevenson-street?p=4&sd=2014-11-28T19:30:00Z&rid=149527&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Dim Sum","72 reviews",5:02
"Yank Sing - Rincon Center","http://www.opentable.com/yank-sing-rincon-center?p=4&sd=2014-11-28T19:30:00Z&rid=149530&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Dim Sum","158 reviews",5:02
"Noir Lounge","http://www.opentable.com/noir-lounge?p=4&sd=2014-11-28T19:30:00Z&rid=103996&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","American","3 reviews",5:02
"Level III","http://www.opentable.com/level-iii?p=4&sd=2014-11-28T19:30:00Z&rid=1344&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Californian","4 reviews",5:02
"L'Olivier","http://www.opentable.com/lolivier?p=4&sd=2014-11-28T19:30:00Z&rid=4633&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","French","25 reviews",5:02
"The Sausage Factory","http://www.opentable.com/the-sausage-factory?p=4&sd=2014-11-28T19:30:00Z&rid=140959&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Castro","Italian","",5:02
"Wine Kitchen","http://www.opentable.com/wine-kitchen?p=4&sd=2014-11-28T19:30:00Z&rid=147949&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Panhandle / USF","American","9 reviews",5:02
"Sri Thai","http://www.opentable.com/sri-thai?p=4&sd=2014-11-28T19:30:00Z&rid=88771&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Sunset District","Thai","1 review",5:02
"Perry's - Design Center","http://www.opentable.com/perrys-design-center?p=4&sd=2014-11-28T19:30:00Z&rid=43684&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Potrero Hill / Dogpatch","American","3 reviews",5:02
"Ruchi","http://www.opentable.com/ruchi?p=4&sd=2014-11-28T19:30:00Z&rid=46072&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Indian","",5:02
"Hornblower Cruises & Events","http://www.opentable.com/hornblower-cruises-and-events-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=2432&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Californian","",5:02
"Aicha","http://www.opentable.com/aicha?p=4&sd=2014-11-28T19:30:00Z&rid=83206&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Moroccan","10 reviews",5:02
"Cajun Pacific","http://www.opentable.com/cajun-pacific?p=4&sd=2014-11-28T19:30:00Z&rid=74941&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Sunset District","Cajun","3 reviews",5:02
"Layaly Mediterranean Grill","http://www.opentable.com/layaly-mediterranean-grill?p=4&sd=2014-11-28T19:30:00Z&rid=52240&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Mediterranean","2 reviews",5:02
"Woodwards Garden","http://www.opentable.com/woodwards-garden?p=4&sd=2014-11-28T19:30:00Z&rid=44986&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","American","42 reviews",5:02
"Firefly","http://www.opentable.com/firefly?p=4&sd=2014-11-28T19:30:00Z&rid=47902&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Noe Valley","American","186 reviews",5:02
"Daily Grill - San Francisco","http://www.opentable.com/daily-grill-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=1950&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","American","24 reviews",5:02
"Ace Wasabi's Rock-n-Roll Sushi","http://www.opentable.com/ace-wasabis-rock-n-roll-sushi?p=4&sd=2014-11-28T19:30:00Z&rid=156922&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Sushi","1 review",5:02
"The Prescott Hotel and Events","http://www.opentable.com/the-prescott-hotel-and-events?p=4&sd=2014-11-28T19:30:00Z&rid=1806&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Contemporary American","",5:02
"Pasion - SF","http://www.opentable.com/pasion-sf?p=4&sd=2014-11-28T19:30:00Z&rid=53857&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Sunset District","Latin American","44 reviews",5:02
"Soi Gow","http://www.opentable.com/soi-gow?p=4&sd=2014-11-28T19:30:00Z&rid=88798&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Sunset District","Thai","1 review",5:02
"Aslam's Rasoi","http://www.opentable.com/aslams-rasoi?p=4&sd=2014-11-28T19:30:00Z&rid=66832&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Indian","22 reviews",5:02
"Urban Curry","http://www.opentable.com/urban-curry?p=4&sd=2014-11-28T19:30:00Z&rid=48718&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Beach","Indian","2 reviews",5:02
"Presidio Cafe - Presidio Golf Course","http://www.opentable.com/presidio-cafe-presidio-golf-course?p=4&sd=2014-11-28T19:30:00Z&rid=37822&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Presidio Heights","American","26 reviews",5:02
"Palmyra","http://www.opentable.com/palmyra-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=112999&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Haight","Mediterranean","3 reviews",5:02
"Food Inc. Trattoria & Wine Bar","http://www.opentable.com/food-inc-trattoria-and-wine-bar?p=4&sd=2014-11-28T19:30:00Z&rid=97342&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Pacific Heights","Global, International","5 reviews",5:02
"Bambino's Ristorante","http://www.opentable.com/bambinos-ristorante?p=4&sd=2014-11-28T19:30:00Z&rid=25576&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Cole Valley","Italian","39 reviews",5:02
"Palomino - San Francisco","http://www.opentable.com/palomino-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=1101&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","American","148 reviews",5:02
"Press Club","http://www.opentable.com/press-club?p=4&sd=2014-11-28T19:30:00Z&rid=113359&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Bar / Lounge / Bottle Service","2 reviews",5:02
"Yuzu","http://www.opentable.com/yuzu?p=4&sd=2014-11-28T19:30:00Z&rid=22702&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Sushi","15 reviews",5:02
"The Coachman","http://www.opentable.com/the-coachman?p=4&sd=2014-11-28T19:30:00Z&rid=111322&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","British","50 reviews",5:02
"Betelnut Pejiu Wu","http://www.opentable.com/betelnut-pejiu-wu?p=4&sd=2014-11-28T19:30:00Z&rid=17410&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Pan-Asian","79 reviews",5:02
"Dirty Habit","http://www.opentable.com/dirty-habit?p=4&sd=2014-11-28T19:30:00Z&rid=241&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Californian","11 reviews",5:02
"Tonga Room & Hurricane Bar - Fairmont San Francisco","http://www.opentable.com/tonga-room-and-hurricane-bar-fairmont-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=2509&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Asian","168 reviews",5:02
"Georges","http://www.opentable.com/georges-restaurant-lp?p=4&sd=2014-11-28T19:30:00Z&rid=32488&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Seafood","105 reviews",5:02
"Bistro 10UN","http://www.opentable.com/bistro-10un?p=4&sd=2014-11-28T19:30:00Z&rid=52642&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","American","28 reviews",5:02
"Pier Market Seafood Restaurant - Pier 39 SF","http://www.opentable.com/pier-market-seafood-restaurant-pier-39-sf?p=4&sd=2014-11-28T19:30:00Z&rid=57232&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Fisherman's Wharf","Seafood","32 reviews",5:02
"The Waterfront Restaurant and Cafe","http://www.opentable.com/the-waterfront-restaurant-and-cafe?p=4&sd=2014-11-28T19:30:00Z&rid=55&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Californian","130 reviews",5:02
