name,url,neighborhood,cuisine,review_count,time_window
"Bar Agricole","http://www.opentable.com/bar-agricole?p=4&sd=2014-11-28T19:30:00Z&rid=47617&pt=100,100,100,100,100&d=11/28/2014 19:00:00,,11/28/2014 19:45:00,11/28/2014 18:30:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Californian","159 reviews",0:45
"Limon Rotisserie - Valencia","http://www.opentable.com/limon-rotisserie-valencia?p=4&sd=2014-11-28T19:30:00Z&rid=47881&pt=100,100,100,100,100&d=11/28/2014 17:30:00,,11/28/2014 21:00:00,11/28/2014 17:00:00,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Peruvian","116 reviews",3:30
"Hayes Street Grill","http://www.opentable.com/hayes-street-grill?p=4&sd=2014-11-28T19:30:00Z&rid=48010&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Seafood","200 reviews",0:00
"YamaSho","http://www.opentable.com/yamasho?p=4&sd=2014-11-28T19:30:00Z&rid=48388&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 22:00:00,11/28/2014 18:00:00,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Japanese","16 reviews",3:31
"Bistro Central Parc - SF","http://www.opentable.com/bistro-central-parc-sf?p=4&sd=2014-11-28T19:30:00Z&rid=49426&pt=100,100,100,100,100&d=11/28/2014 18:00:00,,11/28/2014 20:30:00,11/28/2014 17:30:00,11/28/2014 21:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Panhandle / USF","French","70 reviews",2:30
"MICHAEL MINA","http://www.opentable.com/michael-mina-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=51049&pt=100,100,100,100,100&d=11/28/2014 19:00:00,,11/28/2014 20:45:00,11/28/2014 17:45:00,11/28/2014 21:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Contemporary American","196 reviews",1:45
"Max's Opera Cafe","http://www.opentable.com/maxs-opera-cafe?p=4&sd=2014-11-28T19:30:00Z&rid=51067&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","American","126 reviews",0:00
"Citizens Band","http://www.opentable.com/citizens-band?p=4&sd=2014-11-28T19:30:00Z&rid=51955&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 20:15:00,11/28/2014 17:45:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","American","24 reviews",1:45
"Fondue Cowboy","http://www.opentable.com/fondue-cowboy?p=4&sd=2014-11-28T19:30:00Z&rid=52201&pt=100,100,100,100,100&d=11/28/2014 18:15:00,,11/28/2014 20:00:00,11/28/2014 18:00:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Fondue","28 reviews",1:45
"Heirloom Cafe","http://www.opentable.com/heirloom-cafe?p=4&sd=2014-11-28T19:30:00Z&rid=53884&pt=100,100,100,100,100&d=11/28/2014 18:45:00,11/28/2014 19:30:00,11/28/2014 20:15:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Californian","110 reviews",0:00
"Bissap and Little Baobab","http://www.opentable.com/bissap-and-little-baobab?p=4&sd=2014-11-28T19:30:00Z&rid=54022&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","African","47 reviews",0:00
"Arabian Nights","http://www.opentable.com/arabian-nights?p=4&sd=2014-11-28T19:30:00Z&rid=54859&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Middle Eastern","30 reviews",0:00
"Bluestem Brasserie","http://www.opentable.com/bluestem-brasserie-sf?p=4&sd=2014-11-28T19:30:00Z&rid=58276&pt=100,100,100,100,100&d=11/28/2014 18:30:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:15:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","American","204 reviews",0:00
"Otoro Sushi","http://www.opentable.com/otoro-sushi?p=4&sd=2014-11-28T19:30:00Z&rid=59368&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Japanese","67 reviews",0:00
"Dobbs Ferry Restaurant","http://www.opentable.com/dobbs-ferry-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=73357&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","American","227 reviews",0:00
"Hops & Hominy","http://www.opentable.com/hops-and-hominy?p=4&sd=2014-11-28T19:30:00Z&rid=75937&pt=100,100,100,100,100&d=11/28/2014 18:00:00,,11/28/2014 21:15:00,11/28/2014 17:45:00,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Southern","166 reviews",3:15
"Thai House 530","http://www.opentable.com/thai-house-530?p=4&sd=2014-11-28T19:30:00Z&rid=77356&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Thai","6 reviews",0:00
"Sauce: Gough","http://www.opentable.com/sauce-gough?p=4&sd=2014-11-28T19:30:00Z&rid=4058&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","American","126 reviews",0:00
"Spruce","http://www.opentable.com/spruce?p=4&sd=2014-11-28T19:30:00Z&rid=13591&pt=100,100,100,100,100&d=11/28/2014 17:30:00,,11/28/2014 21:15:00,11/28/2014 17:15:00,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Presidio Heights","American","231 reviews",3:45
"Flour + Water","http://www.opentable.com/flour-and-water?p=4&sd=2014-11-28T19:30:00Z&rid=31951&pt=100,100,100,100,100&d=,,11/28/2014 21:15:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Italian","174 reviews",5:02
"Urban Tavern","http://www.opentable.com/urban-tavern?p=4&sd=2014-11-28T19:30:00Z&rid=2870&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Gastro Pub","82 reviews",0:00
"Aziza","http://www.opentable.com/aziza?p=4&sd=2014-11-28T19:30:00Z&rid=3174&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 20:15:00,11/28/2014 17:30:00,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Moroccan","190 reviews",1:45
"Precita Park Cafe","http://www.opentable.com/precita-park-cafe?p=4&sd=2014-11-28T19:30:00Z&rid=103612&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Bernal Heights","Contemporary American","9 reviews",0:00
"SakeSan","http://www.opentable.com/sakesan?p=4&sd=2014-11-28T19:30:00Z&rid=104704&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Japanese","34 reviews",0:30
"Mason Pacific","http://www.opentable.com/mason-pacific?p=4&sd=2014-11-28T19:30:00Z&rid=106990&pt=100,100,100,100,100&d=11/28/2014 17:45:00,,11/28/2014 21:45:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Californian","91 reviews",5:02
"Mazza Luna","http://www.opentable.com/mazza-luna?p=4&sd=2014-11-28T19:30:00Z&rid=115978&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Lebanese","24 reviews",0:00
"La Nebbia Restaurant","http://www.opentable.com/la-nebbia-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=152689&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 17:30:00,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Noe Valley","Italian","34 reviews",0:00
"The Liberties Bar & Restaurant","http://www.opentable.com/the-liberties-bar-and-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=158035&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Comfort Food","",0:00
"Il Fornaio - San Francisco","http://www.opentable.com/il-fornaio-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=688&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Italian","68 reviews",0:00
"Puccini & Pinetti","http://www.opentable.com/puccini-and-pinetti?p=4&sd=2014-11-28T19:30:00Z&rid=924&pt=100,100,100,100,100&d=11/28/2014 18:45:00,,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Italian","121 reviews",1:15
"Amarena","http://www.opentable.com/amarena?p=4&sd=2014-11-28T19:30:00Z&rid=1321&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Russian Hill","Italian","64 reviews",0:00
"Foreign Cinema","http://www.opentable.com/foreign-cinema?p=4&sd=2014-11-28T19:30:00Z&rid=1906&pt=100,100,100,100,100&d=,,11/28/2014 21:45:00,,11/28/2014 22:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Californian","437 reviews",4:46
"Chouquet's","http://www.opentable.com/chouquets?p=4&sd=2014-11-28T19:30:00Z&rid=4127&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 21:00:00,11/28/2014 18:30:00,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Pacific Heights","French","43 reviews",1:01
"Bacco Ristorante","http://www.opentable.com/bacco-ristorante?p=4&sd=2014-11-28T19:30:00Z&rid=4243&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Noe Valley","Italian","64 reviews",0:00
"Garcon","http://www.opentable.com/garcon-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=5188&pt=100,100,100,1000,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","French","88 reviews",0:00
"South Park Cafe","http://www.opentable.com/south-park-cafe?p=4&sd=2014-11-28T19:30:00Z&rid=5641&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:00:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","French","60 reviews",0:00
"Marlowe","http://www.opentable.com/marlowe?p=4&sd=2014-11-28T19:30:00Z&rid=15424&pt=100,100,100,100,100&d=,,11/28/2014 21:45:00,,11/28/2014 22:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","American","140 reviews",4:46
"Luce","http://www.opentable.com/luce-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=18073&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 19:45:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Contemporary American","82 reviews",0:30
"Bar Tartine","http://www.opentable.com/bar-tartine?p=4&sd=2014-11-28T19:30:00Z&rid=19651&pt=100,100,100,100,100&d=,,11/28/2014 21:15:00,,11/28/2014 22:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Contemporary American","213 reviews",4:16
"Blue Plate","http://www.opentable.com/blue-plate?p=4&sd=2014-11-28T19:30:00Z&rid=23521&pt=100,100,100,100,100&d=11/28/2014 17:30:00,11/28/2014 19:30:00,11/28/2014 19:45:00,,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Bernal Heights","Contemporary American","143 reviews",0:31
"Frances","http://www.opentable.com/frances?p=4&sd=2014-11-28T19:30:00Z&rid=36655&pt=100,100,100,100,100&d=,,11/28/2014 22:00:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Castro","Californian","275 reviews",5:02
"Radius - San Francisco","http://www.opentable.com/radius-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=40990&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Californian","48 reviews",0:00
"Chambers Eat + Drink","http://www.opentable.com/chambers-eat-and-drink?p=4&sd=2014-11-28T19:30:00Z&rid=60532&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Californian","37 reviews",0:30
"Bask","http://www.opentable.com/bask-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=90763&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Basque","33 reviews",0:00
"Sauce: Belden","http://www.opentable.com/sauce-belden?p=4&sd=2014-11-28T19:30:00Z&rid=93316&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","American","56 reviews",0:00
"St. Vincent","http://www.opentable.com/st-vincent?p=4&sd=2014-11-28T19:30:00Z&rid=96136&pt=100,100,100,100,100&d=11/28/2014 18:15:00,,11/28/2014 19:45:00,11/28/2014 18:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","American","54 reviews",1:30
"Piccino","http://www.opentable.com/piccino?p=4&sd=2014-11-28T19:30:00Z&rid=100033&pt=100,100,100,100,100&d=,,11/28/2014 21:00:00,,11/28/2014 21:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Potrero Hill / Dogpatch","Californian","191 reviews",4:01
"Roka Akor - San Francisco","http://www.opentable.com/roka-akor-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=108919&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 20:30:00,11/28/2014 19:00:00,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Japanese","131 reviews",1:15
"Stones Throw","http://www.opentable.com/stones-throw?p=4&sd=2014-11-28T19:30:00Z&rid=114490&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 21:00:00,11/28/2014 17:45:00,11/28/2014 21:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Russian Hill","American","154 reviews",1:45
"Urchin Bistrot","http://www.opentable.com/urchin-bistrot?p=4&sd=2014-11-28T19:30:00Z&rid=148324&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Contemporary French","172 reviews",0:00
"Kuleto's","http://www.opentable.com/kuletos?p=4&sd=2014-11-28T19:30:00Z&rid=169&pt=100,100,100,100,100&d=11/28/2014 17:15:00,,11/28/2014 20:45:00,,11/28/2014 21:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Italian","372 reviews",3:46
"Alegrias Food from Spain","http://www.opentable.com/alegrias-food-from-spain?p=4&sd=2014-11-28T19:30:00Z&rid=338&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 19:00:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Tapas / Small Plates","52 reviews",0:00
"Colibri - Mexican Bistro","http://www.opentable.com/colibri-mexican-bistro?p=4&sd=2014-11-28T19:30:00Z&rid=3326&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 20:00:00,11/28/2014 18:00:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Mexican / Southwestern","150 reviews",1:30
"Acquerello","http://www.opentable.com/acquerello?p=4&sd=2014-11-28T19:30:00Z&rid=3494&pt=100,100,100,100,100&d=,,11/28/2014 21:00:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Russian Hill","Italian","89 reviews",5:02
"Koh Samui & The Monkey","http://www.opentable.com/koh-samui-and-the-monkey?p=4&sd=2014-11-28T19:30:00Z&rid=3561&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Thai","24 reviews",0:30
"MoMo's","http://www.opentable.com/momos?p=4&sd=2014-11-28T19:30:00Z&rid=3594&pt=100,1000,1000,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","American","134 reviews",2:01
"Mangia Tutti","http://www.opentable.com/mangia-tutti?p=4&sd=2014-11-28T19:30:00Z&rid=4057&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Italian","11 reviews",0:00
"John's Grill","http://www.opentable.com/johns-grill?p=4&sd=2014-11-28T19:30:00Z&rid=4546&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","American","250 reviews",0:00
"Perbacco","http://www.opentable.com/perbacco-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=7288&pt=100,100,100,100,100&d=11/28/2014 18:15:00,,11/28/2014 20:00:00,11/28/2014 17:45:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Italian","404 reviews",1:45
"Le Zinc","http://www.opentable.com/le-zinc?p=4&sd=2014-11-28T19:30:00Z&rid=7644&pt=100,100,100,1000,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:30:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Noe Valley","French","55 reviews",0:00
"Coi","http://www.opentable.com/coi?p=4&sd=2014-11-28T19:30:00Z&rid=11065&pt=100,100,100,100,100&d=,,11/28/2014 21:15:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Californian","77 reviews",5:02
"Vicoletto","http://www.opentable.com/vicoletto?p=4&sd=2014-11-28T19:30:00Z&rid=15823&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 20:00:00,11/28/2014 18:15:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Beach","Italian","49 reviews",1:30
"Blowfish Sushi - SF","http://www.opentable.com/blowfish-sushi-sf?p=4&sd=2014-11-28T19:30:00Z&rid=17194&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Japanese","88 reviews",0:00
"Slow Club","http://www.opentable.com/slow-club?p=4&sd=2014-11-28T19:30:00Z&rid=34255&pt=100,100,100,100,100&d=11/28/2014 19:15:00,,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Contemporary American","112 reviews",0:30
"The Brixton","http://www.opentable.com/the-brixton?p=4&sd=2014-11-28T19:30:00Z&rid=52858&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","American","52 reviews",0:00
"Straw","http://www.opentable.com/straw?p=4&sd=2014-11-28T19:30:00Z&rid=81055&pt=100,100,100,100,100&d=,,11/28/2014 20:30:00,,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Comfort Food","50 reviews",3:31
"Sanraku Metreon","http://www.opentable.com/sanraku-metreon?p=4&sd=2014-11-28T19:30:00Z&rid=88192&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Sushi","38 reviews",0:00
"M.Y. China - SF","http://www.opentable.com/my-china-sf?p=4&sd=2014-11-28T19:30:00Z&rid=93145&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Chinese","226 reviews",0:00
"Mission Rock Resort","http://www.opentable.com/mission-rock-resort?p=4&sd=2014-11-28T19:30:00Z&rid=93544&pt=100,100,100,100,1000&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission Bay / South Beach","Seafood","115 reviews",0:00
"Blackwood","http://www.opentable.com/blackwood?p=4&sd=2014-11-28T19:30:00Z&rid=94669&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Thai","26 reviews",0:00
"Kitchen Story","http://www.opentable.com/kitchen-story?p=4&sd=2014-11-28T19:30:00Z&rid=96913&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Castro","Californian","83 reviews",0:00
"Gioia Pizzeria","http://www.opentable.com/gioia-pizzeria?p=4&sd=2014-11-28T19:30:00Z&rid=100141&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Russian Hill","Italian","56 reviews",0:00
"Southpaw BBQ","http://www.opentable.com/southpaw-bbq?p=4&sd=2014-11-28T19:30:00Z&rid=102160&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Barbecue","34 reviews",0:00
"Pane e Vino Trattoria","http://www.opentable.com/pane-e-vino-trattoria?p=4&sd=2014-11-28T19:30:00Z&rid=102271&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Italian","71 reviews",0:00
"Cana SF","http://www.opentable.com/cana-sf?p=4&sd=2014-11-28T19:30:00Z&rid=102286&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Potrero Hill / Dogpatch","Latin / Spanish","54 reviews",0:00
"Amelie","http://www.opentable.com/amelie-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=103654&pt=100,100,100,100,100&d=11/28/2014 17:45:00,,11/28/2014 21:45:00,11/28/2014 17:30:00,11/28/2014 22:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Russian Hill","Wine Bar","38 reviews",4:00
"Osso Steakhouse","http://www.opentable.com/osso-steakhouse?p=4&sd=2014-11-28T19:30:00Z&rid=103699&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Steakhouse","113 reviews",0:00
"Fable","http://www.opentable.com/fable?p=4&sd=2014-11-28T19:30:00Z&rid=105031&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Castro","American","99 reviews",0:00
